page,category,video_id,reason,video_title
qa/bit-progression/what-can-you-do-with-a-dead-mouthed-horse/index.html,bit-progression,hCniW-BKZpo,"scattered_id(total=37,home=neck-reining@41%)",Matt Mills: Stop Fighting the Reins — Loose Rein vs. Contact Rein in Western Performance
qa/bit-progression/what-do-anderson-and-parelli-say-about-horses-that-open-their-mouths-or-gape-whe/index.html,bit-progression,IInnbVEoSqg,"scattered_id(total=90,home=natural-horsemanship@26%)",Warwick Schiller: Pressure and Release — What Anderson and Parelli Say About Horses That Gape at the Bit
qa/bit-progression/what-does-clinton-anderson-say-about-gadgets-and-training-aids-that-attach-to-th/index.html,bit-progression,NREoSIPWQ0E,"scattered_id(total=139,home=natural-horsemanship@16%)",Clinton Anderson: The Method — What He Says About Gadgets and Training Aids That Attach to the Bit
qa/bit-progression/what-does-clinton-anderson-teach-about-bit-fit-and-how-do-you-know-if-a-bit-fits/index.html,bit-progression,oWU8YgIrNiY,"scattered_id(total=117,home=mounting-dismounting@18%)",Clinton Anderson: Overview of Starting a Colt — What Clinton Anderson Teaches About Bit Fit
qa/bit-progression/what-does-pat-parelli-teach-about-the-relationship-between-the-bit-and-the-horse/index.html,bit-progression,eFJBZn_VVLU,"scattered_id(total=15,home=natural-horsemanship@53%)",Pat Parelli: Natural Horsemanship — Bitless Bridles: How They Work
qa/bit-progression/what-does-warwick-schiller-say-about-horses-that-are-behind-the-bit-and-how-does/index.html,bit-progression,oMn35EhR_Zg,"scattered_id(total=55,home=horsemanship@24%)",Warwick Schiller: Benefits of Teaching a Horse to Back Up — What He Says About Horses Behind the Bit
qa/bit-progression/what-is-a-hackamore-and-how-does-the-hackamore-to-bit-progression-work-in-vaquer/index.html,bit-progression,Hj5Ew8qkjMk,"scattered_id(total=77,home=natural-horsemanship@49%)",Warwick Schiller: Feel and Connection — How to Ride With a Bosal and How It Works
qa/bit-progression/what-is-a-mechanical-hackamore-and-how-is-it-different-from-a-traditional-bosal/index.html,bit-progression,Hj5Ew8qkjMk,"scattered_id(total=77,home=natural-horsemanship@49%)",Warwick Schiller: Feel and Connection — How to Ride With a Bosal and How It Works
qa/bit-progression/what-is-port-height-in-a-western-curb-bit-and-how-does-it-affect-the-horse/index.html,bit-progression,gFRPuR4VVSA,"scattered_id(total=44,home=equipment@50%)",Al Dunning: How to Use the Snaffle Bit — The Complexity of How Western Curb Bits Work
qa/bit-progression/what-is-the-correct-timing-for-transitioning-from-a-snaffle-to-a-curb-bit-and-wh/index.html,bit-progression,gFRPuR4VVSA,"scattered_id(total=44,home=equipment@50%)",Al Dunning: How to Use the Snaffle Bit — The Complexity of How Western Curb Bits Work
qa/bit-progression/what-is-the-difference-between-a-short-shank-and-a-long-shank-curb-bit-and-when/index.html,bit-progression,gFRPuR4VVSA,"scattered_id(total=44,home=equipment@50%)",Al Dunning: How to Use the Snaffle Bit — The Complexity of How Western Curb Bits Work
qa/bit-progression/what-is-the-purpose-of-different-snaffle-ring-styles-o-ring-d-ring-full-cheek-an/index.html,bit-progression,gFRPuR4VVSA,"scattered_id(total=44,home=equipment@50%)",Al Dunning: How to Use the Snaffle Bit — The Complexity of How Western Curb Bits Work
qa/bit-progression/what-is-the-role-of-the-curb-bit-in-teaching-a-horse-to-neck-rein/index.html,bit-progression,hCniW-BKZpo,"scattered_id(total=37,home=neck-reining@41%)",Matt Mills: Stop Fighting the Reins — Loose Rein vs. Contact Rein in Western Performance
qa/bit-progression/what-is-the-slobber-strap-and-why-do-vaquero-trained-horses-wear-them/index.html,bit-progression,Hj5Ew8qkjMk,"scattered_id(total=77,home=natural-horsemanship@49%)",Warwick Schiller: Feel and Connection — How to Ride With a Bosal and How It Works
qa/bit-progression/when-should-you-ride-with-a-slack-rein/index.html,bit-progression,hCniW-BKZpo,"scattered_id(total=37,home=neck-reining@41%)",Matt Mills: Stop Fighting the Reins — Loose Rein vs. Contact Rein in Western Performance
qa/bit-progression/why-are-western-horses-so-often-trained-to-be-behind-the-bit/index.html,bit-progression,oMn35EhR_Zg,"scattered_id(total=55,home=horsemanship@24%)",Warwick Schiller: Benefits of Teaching a Horse to Back Up — What He Says About Horses Behind the Bit
qa/bit-progression/why-is-the-snaffle-bit-so-popular-for-training-horses/index.html,bit-progression,gFRPuR4VVSA,"scattered_id(total=44,home=equipment@50%)",Al Dunning: How to Use the Snaffle Bit — The Complexity of How Western Curb Bits Work
qa/choosing-a-trainer/can-the-horse-carry-my-weight-how-do-i-figure-that-out/index.html,choosing-a-trainer,ComwTOq5A8Q,"scattered_id(total=107,home=versatility-ranch-horse@26%)",Ken McNabb: How to Buy the Right Horse — Can the Horse Carry My Weight
qa/choosing-a-trainer/how-do-i-choose-a-horse-trainer/index.html,choosing-a-trainer,DaA3wVpFoSM,"scattered_id(total=73,home=natural-horsemanship@19%)",Warwick Schiller: How to Choose a Horse Trainer
qa/choosing-a-trainer/how-do-you-choose-a-trainer-for-a-child-or-young-rider/index.html,choosing-a-trainer,DaA3wVpFoSM,"scattered_id(total=73,home=natural-horsemanship@19%)",Warwick Schiller: How to Choose a Horse Trainer
qa/choosing-a-trainer/how-do-you-evaluate-whether-a-trainers-methods-align-with-your-values-and-goals/index.html,choosing-a-trainer,DaA3wVpFoSM,"scattered_id(total=73,home=natural-horsemanship@19%)",Warwick Schiller: How to Choose a Horse Trainer
qa/choosing-a-trainer/how-do-you-find-a-horse-trainer-when-you-are-new-to-an-area/index.html,choosing-a-trainer,DaA3wVpFoSM,"scattered_id(total=73,home=natural-horsemanship@19%)",Warwick Schiller: How to Choose a Horse Trainer
qa/choosing-a-trainer/how-do-you-find-a-qualified-trainer-for-a-specific-discipline-like-reining-cutti/index.html,choosing-a-trainer,PAFejggfx6c,"scattered_id(total=48,home=reining@25%)",Andrea Fappani: Master Simple Cues — How to Find a Qualified Trainer for a Specific Discipline
qa/choosing-a-trainer/how-do-you-know-if-your-trainer-is-the-right-fit-after-you-have-already-started/index.html,choosing-a-trainer,DaA3wVpFoSM,"scattered_id(total=73,home=natural-horsemanship@19%)",Warwick Schiller: How to Choose a Horse Trainer
qa/choosing-a-trainer/how-do-you-monitor-your-horses-progress-during-a-training-program/index.html,choosing-a-trainer,BANshLvc55g,"scattered_id(total=52,home=collection@15%)",Ken McNabb: How to Ride Your Horse With Light Hands — Identifying and Correcting a Horse That Leans on the Bit
qa/choosing-a-trainer/how-does-online-or-remote-coaching-compare-to-in-person-training-and-when-is-eac/index.html,choosing-a-trainer,IInnbVEoSqg,"scattered_id(total=90,home=natural-horsemanship@26%)",Warwick Schiller: Pressure and Release — What Anderson and Parelli Say About Horses That Gape at the Bit
qa/choosing-a-trainer/how-heavy-is-too-heavy-to-ride/index.html,choosing-a-trainer,ComwTOq5A8Q,"scattered_id(total=107,home=versatility-ranch-horse@26%)",Ken McNabb: How to Buy the Right Horse — Can the Horse Carry My Weight
qa/choosing-a-trainer/how-much-does-horse-training-cost/index.html,choosing-a-trainer,BANshLvc55g,"scattered_id(total=52,home=collection@15%)",Ken McNabb: How to Ride Your Horse With Light Hands — Identifying and Correcting a Horse That Leans on the Bit
qa/choosing-a-trainer/index.html,choosing-a-trainer,ComwTOq5A8Q,"scattered_id(total=107,home=versatility-ranch-horse@26%)",Ken McNabb: How to Buy the Right Horse — Can the Horse Carry My Weight
qa/choosing-a-trainer/index.html,choosing-a-trainer,Idbhg34M6Nc,"scattered_id(total=35,home=training-principles@26%)",When to Use the Colt Starting Series vs Fundamentals — Q&A
qa/choosing-a-trainer/index.html,choosing-a-trainer,MoAzyvJVqGY,"scattered_id(total=43,home=working-cow-horse@42%)",A Life of Studying Horses — The Ken McNabb Story
qa/choosing-a-trainer/index.html,choosing-a-trainer,aASS-342kdo,"scattered_id(total=117,home=horsemanship@18%)",Ken McNabb: Ground Work — Preparing Your Horse to Ride
qa/choosing-a-trainer/ive-been-advised-not-to-buy-a-cribber-what-do-you-think/index.html,choosing-a-trainer,oWU8YgIrNiY,"scattered_id(total=117,home=mounting-dismounting@18%)",Clinton Anderson: Overview of Starting a Colt — What Clinton Anderson Teaches About Bit Fit
qa/choosing-a-trainer/should-you-ride-your-horse-during-training-and-how-do-you-maintain-a-relationshi/index.html,choosing-a-trainer,BANshLvc55g,"scattered_id(total=52,home=collection@15%)",Ken McNabb: How to Ride Your Horse With Light Hands — Identifying and Correcting a Horse That Leans on the Bit
qa/choosing-a-trainer/what-are-signs-you-have-outgrown-a-horse/index.html,choosing-a-trainer,ComwTOq5A8Q,"scattered_id(total=107,home=versatility-ranch-horse@26%)",Ken McNabb: How to Buy the Right Horse — Can the Horse Carry My Weight
qa/choosing-a-trainer/what-are-some-tips-for-finding-the-right-horse/index.html,choosing-a-trainer,ComwTOq5A8Q,"scattered_id(total=107,home=versatility-ranch-horse@26%)",Ken McNabb: How to Buy the Right Horse — Can the Horse Carry My Weight
qa/choosing-a-trainer/what-are-some-tips-to-finding-the-right-size-horse/index.html,choosing-a-trainer,ComwTOq5A8Q,"scattered_id(total=107,home=versatility-ranch-horse@26%)",Ken McNabb: How to Buy the Right Horse — Can the Horse Carry My Weight
qa/choosing-a-trainer/what-are-the-advantages-of-leasing-a-horse/index.html,choosing-a-trainer,ComwTOq5A8Q,"scattered_id(total=107,home=versatility-ranch-horse@26%)",Ken McNabb: How to Buy the Right Horse — Can the Horse Carry My Weight
qa/choosing-a-trainer/what-are-the-differences-between-training-board-and-regular-board-and-what-shoul/index.html,choosing-a-trainer,BANshLvc55g,"scattered_id(total=52,home=collection@15%)",Ken McNabb: How to Ride Your Horse With Light Hands — Identifying and Correcting a Horse That Leans on the Bit
qa/choosing-a-trainer/what-are-the-red-flags-that-should-make-you-walk-away-from-a-horse-trainer/index.html,choosing-a-trainer,DaA3wVpFoSM,"scattered_id(total=73,home=natural-horsemanship@19%)",Warwick Schiller: How to Choose a Horse Trainer
qa/choosing-a-trainer/what-credentials-should-a-trainer-have/index.html,choosing-a-trainer,DaA3wVpFoSM,"scattered_id(total=73,home=natural-horsemanship@19%)",Warwick Schiller: How to Choose a Horse Trainer
qa/choosing-a-trainer/what-happened-to-pat-parelli-he-was-so-popular-but-now-i-never-see-him-online-or/index.html,choosing-a-trainer,GGvsSnEVpxA,"scattered_id(total=26,home=desensitization-sacking-out@12%)",Pat Parelli: Natural Horsemanship — What Happened to Pat Parelli
qa/choosing-a-trainer/what-is-a-good-horse-to-rider-ratio/index.html,choosing-a-trainer,ComwTOq5A8Q,"scattered_id(total=107,home=versatility-ranch-horse@26%)",Ken McNabb: How to Buy the Right Horse — Can the Horse Carry My Weight
qa/choosing-a-trainer/what-is-a-reasonable-training-timeline-and-how-long-does-it-take-to-train-a-hors/index.html,choosing-a-trainer,Idbhg34M6Nc,"scattered_id(total=35,home=training-principles@26%)",When to Use the Colt Starting Series vs Fundamentals — Q&A
qa/choosing-a-trainer/what-is-the-difference-between-a-clinician-and-a-trainer-and-which-do-you-need/index.html,choosing-a-trainer,NREoSIPWQ0E,"scattered_id(total=139,home=natural-horsemanship@16%)",Clinton Anderson: The Method — What He Says About Gadgets and Training Aids That Attach to the Bit
qa/choosing-a-trainer/what-is-the-difference-between-a-show-trainer-and-a-ranch-or-horsemanship-traine/index.html,choosing-a-trainer,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/choosing-a-trainer/what-questions-should-i-ask-a-potential-trainer/index.html,choosing-a-trainer,DaA3wVpFoSM,"scattered_id(total=73,home=natural-horsemanship@19%)",Warwick Schiller: How to Choose a Horse Trainer
qa/choosing-a-trainer/what-questions-should-i-ask-when-interviewing-a-potential-horse-trainer/index.html,choosing-a-trainer,DaA3wVpFoSM,"scattered_id(total=73,home=natural-horsemanship@19%)",Warwick Schiller: How to Choose a Horse Trainer
qa/choosing-a-trainer/what-should-a-horse-training-contract-include-and-why-is-having-one-important/index.html,choosing-a-trainer,BANshLvc55g,"scattered_id(total=52,home=collection@15%)",Ken McNabb: How to Ride Your Horse With Light Hands — Identifying and Correcting a Horse That Leans on the Bit
qa/choosing-a-trainer/what-should-you-do-if-your-horse-comes-back-from-training-worse-than-when-it-lef/index.html,choosing-a-trainer,DaA3wVpFoSM,"scattered_id(total=73,home=natural-horsemanship@19%)",Warwick Schiller: How to Choose a Horse Trainer
qa/choosing-a-trainer/what-should-you-expect-from-your-first-meeting-with-a-potential-horse-trainer/index.html,choosing-a-trainer,DaA3wVpFoSM,"scattered_id(total=73,home=natural-horsemanship@19%)",Warwick Schiller: How to Choose a Horse Trainer
qa/choosing-a-trainer/what-should-you-know-about-trainer-liability-and-insurance-before-sending-your-h/index.html,choosing-a-trainer,BANshLvc55g,"scattered_id(total=52,home=collection@15%)",Ken McNabb: How to Ride Your Horse With Light Hands — Identifying and Correcting a Horse That Leans on the Bit
qa/choosing-a-trainer/what-should-you-look-for-when-visiting-a-trainers-facility-for-the-first-time/index.html,choosing-a-trainer,BANshLvc55g,"scattered_id(total=52,home=collection@15%)",Ken McNabb: How to Ride Your Horse With Light Hands — Identifying and Correcting a Horse That Leans on the Bit
qa/choosing-a-trainer/whats-the-difference-between-a-trainer-and-an-instructor/index.html,choosing-a-trainer,NREoSIPWQ0E,"scattered_id(total=139,home=natural-horsemanship@16%)",Clinton Anderson: The Method — What He Says About Gadgets and Training Aids That Attach to the Bit
qa/choosing-a-trainer/when-is-it-time-to-fire-your-horse-trainer-and-how-do-you-do-it-professionally/index.html,choosing-a-trainer,DaA3wVpFoSM,"scattered_id(total=73,home=natural-horsemanship@19%)",Warwick Schiller: How to Choose a Horse Trainer
qa/choosing-a-trainer/why-do-trainers-shy-away-from-lessons-more-now-than-in-the-past/index.html,choosing-a-trainer,NREoSIPWQ0E,"scattered_id(total=139,home=natural-horsemanship@16%)",Clinton Anderson: The Method — What He Says About Gadgets and Training Aids That Attach to the Bit
qa/choosing-a-trainer/why-is-clinton-anderson-still-such-a-powerful-force-in-the-horse-world/index.html,choosing-a-trainer,NREoSIPWQ0E,"scattered_id(total=139,home=natural-horsemanship@16%)",Clinton Anderson: The Method — What He Says About Gadgets and Training Aids That Attach to the Bit
qa/collection/can-you-explain-the-training-scale-rhythm-suppleness-contact-impulsion-straightn/index.html,collection,8i7HxJhM9Ds,"scattered_id(total=106,home=dressage@42%)","Jane Savoie: Dressage Made Simple — The Training Scale: Rhythm, Suppleness, Contact, Impulsion, Straightness, Collection"
qa/collection/do-flying-changes-require-collection-similar-to-shoulder-in/index.html,collection,0tu1M4abZMU,"scattered_id(total=34,home=lead-changes@68%)",Larry Trocha: Flying Lead Changes — Do Flying Changes Require Collection Similar to Shoulder-In
qa/collection/do-i-use-my-legs-or-hands-more-for-collection-of-my-horse/index.html,collection,PAFejggfx6c,"scattered_id(total=48,home=reining@25%)",Andrea Fappani: Master Simple Cues — How to Find a Qualified Trainer for a Specific Discipline
qa/collection/explain-half-halts-transitions-and-what-the-purpose-is/index.html,collection,8i7HxJhM9Ds,"scattered_id(total=106,home=dressage@42%)","Jane Savoie: Dressage Made Simple — The Training Scale: Rhythm, Suppleness, Contact, Impulsion, Straightness, Collection"
qa/collection/explain-the-purpose-of-the-training-order-leg-yield-shoulder-in-haunches-in-half/index.html,collection,3Qe-KFT6RRk,"scattered_id(total=42,home=dressage@62%)","Steffen Peters: Collection and Engagement — The Purpose of the Training Order: Leg Yield, Shoulder-In, Haunches-In, Half-Pass"
qa/collection/how-can-i-get-my-horse-to-extend/index.html,collection,3Qe-KFT6RRk,"scattered_id(total=42,home=dressage@62%)","Steffen Peters: Collection and Engagement — The Purpose of the Training Order: Leg Yield, Shoulder-In, Haunches-In, Half-Pass"
qa/collection/how-can-i-train-my-horse-to-drop-its-head-under-saddle/index.html,collection,oMn35EhR_Zg,"scattered_id(total=55,home=horsemanship@24%)",Warwick Schiller: Benefits of Teaching a Horse to Back Up — What He Says About Horses Behind the Bit
qa/collection/how-difficult-is-it-to-teach-a-horse-to-piaffe-and-what-does-the-process-involve/index.html,collection,3Qe-KFT6RRk,"scattered_id(total=42,home=dressage@62%)","Steffen Peters: Collection and Engagement — The Purpose of the Training Order: Leg Yield, Shoulder-In, Haunches-In, Half-Pass"
qa/collection/how-do-i-get-my-horse-to-bend-at-the-poll/index.html,collection,oMn35EhR_Zg,"scattered_id(total=55,home=horsemanship@24%)",Warwick Schiller: Benefits of Teaching a Horse to Back Up — What He Says About Horses Behind the Bit
qa/collection/how-do-i-get-my-horse-to-move-forward-into-the-bit/index.html,collection,PAFejggfx6c,"scattered_id(total=48,home=reining@25%)",Andrea Fappani: Master Simple Cues — How to Find a Qualified Trainer for a Specific Discipline
qa/collection/how-do-i-get-my-horse-to-turn-on-the-haunches/index.html,collection,WM5RLXyPibI,"scattered_id(total=32,home=lateral-work-suppling@38%)",Matt Mills: How to Teach Your Horse to Spin — How to Get a Horse to Turn on the Haunches
qa/collection/how-do-i-know-if-my-bit-is-not-fitting-correctly/index.html,collection,gFRPuR4VVSA,"scattered_id(total=44,home=equipment@50%)",Al Dunning: How to Use the Snaffle Bit — The Complexity of How Western Curb Bits Work
qa/collection/how-do-i-maintain-a-slow-lope-in-a-circle/index.html,collection,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/collection/how-do-i-teach-shoulder-in-and-why-is-it-considered-the-foundation-of-all-latera/index.html,collection,3Qe-KFT6RRk,"scattered_id(total=42,home=dressage@62%)","Steffen Peters: Collection and Engagement — The Purpose of the Training Order: Leg Yield, Shoulder-In, Haunches-In, Half-Pass"
qa/collection/how-do-i-use-transitions-to-develop-collection-in-my-horse/index.html,collection,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/collection/how-do-we-get-the-horse-to-engage-his-hindquarters/index.html,collection,3Qe-KFT6RRk,"scattered_id(total=42,home=dressage@62%)","Steffen Peters: Collection and Engagement — The Purpose of the Training Order: Leg Yield, Shoulder-In, Haunches-In, Half-Pass"
qa/collection/how-do-you-collect-and-extend-the-stride-at-the-same-time/index.html,collection,3Qe-KFT6RRk,"scattered_id(total=42,home=dressage@62%)","Steffen Peters: Collection and Engagement — The Purpose of the Training Order: Leg Yield, Shoulder-In, Haunches-In, Half-Pass"
qa/collection/how-do-you-develop-a-correct-and-balanced-walk-to-trot-transition/index.html,collection,8i7HxJhM9Ds,"scattered_id(total=106,home=dressage@42%)","Jane Savoie: Dressage Made Simple — The Training Scale: Rhythm, Suppleness, Contact, Impulsion, Straightness, Collection"
qa/collection/how-do-you-increase-impulsion-and-forward-energy-in-a-horse/index.html,collection,s1Jr8N1B6Xc,"scattered_id(total=18,home=training-principles@28%)",Clinton Anderson: Getting Forward Movement — How to Increase Impulsion and Forward Energy in a Horse
qa/collection/how-do-you-introduce-lateral-work-to-a-young-horse/index.html,collection,jahmDTCy5nU,"scattered_id(total=48,home=horsemanship@29%)",Ken McNabb: Teaching Your Horse to Move Off Seat and Legs — Introducing Lateral Work to a Young Horse
qa/collection/how-do-you-teach-a-horse-a-collected-canter/index.html,collection,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/collection/how-do-you-teach-a-horse-to-break-at-the-poll-correctly-during-collection-traini/index.html,collection,oMn35EhR_Zg,"scattered_id(total=55,home=horsemanship@24%)",Warwick Schiller: Benefits of Teaching a Horse to Back Up — What He Says About Horses Behind the Bit
qa/collection/how-do-you-use-the-walk-to-trot-transition-to-develop-collection-and-engagement/index.html,collection,3Qe-KFT6RRk,"scattered_id(total=42,home=dressage@62%)","Steffen Peters: Collection and Engagement — The Purpose of the Training Order: Leg Yield, Shoulder-In, Haunches-In, Half-Pass"
qa/collection/how-do-you-use-your-legs-and-reins-together-to-introduce-a-horse-to-collection/index.html,collection,PAFejggfx6c,"scattered_id(total=48,home=reining@25%)",Andrea Fappani: Master Simple Cues — How to Find a Qualified Trainer for a Specific Discipline
qa/collection/how-to-fix-a-horse-that-is-overbent-even-at-a-walk/index.html,collection,oMn35EhR_Zg,"scattered_id(total=55,home=horsemanship@24%)",Warwick Schiller: Benefits of Teaching a Horse to Back Up — What He Says About Horses Behind the Bit
qa/collection/how-to-teach-a-horse-shoulder-in-on-a-circle/index.html,collection,3Qe-KFT6RRk,"scattered_id(total=42,home=dressage@62%)","Steffen Peters: Collection and Engagement — The Purpose of the Training Order: Leg Yield, Shoulder-In, Haunches-In, Half-Pass"
qa/collection/index.html,collection,FBEWVWmOj78,"scattered_id(total=47,home=position-seat@36%)",Collection and the Horse's Back — The Basics
qa/collection/index.html,collection,jahmDTCy5nU,"scattered_id(total=48,home=horsemanship@29%)",Ken McNabb: Teaching Your Horse to Move Off Seat and Legs — Introducing Lateral Work to a Young Horse
qa/collection/is-a-slack-rein-and-gentle-contact-good/index.html,collection,hCniW-BKZpo,"scattered_id(total=37,home=neck-reining@41%)",Matt Mills: Stop Fighting the Reins — Loose Rein vs. Contact Rein in Western Performance
qa/collection/is-it-ok-to-ride-my-horse-behind-the-bit/index.html,collection,hCniW-BKZpo,"scattered_id(total=37,home=neck-reining@41%)",Matt Mills: Stop Fighting the Reins — Loose Rein vs. Contact Rein in Western Performance
qa/collection/my-horse-is-always-testing-the-bit-what-can-i-do/index.html,collection,hCniW-BKZpo,"scattered_id(total=37,home=neck-reining@41%)",Matt Mills: Stop Fighting the Reins — Loose Rein vs. Contact Rein in Western Performance
qa/collection/the-horse-is-heavy-on-the-forehand-what-should-we-do/index.html,collection,3Qe-KFT6RRk,"scattered_id(total=42,home=dressage@62%)","Steffen Peters: Collection and Engagement — The Purpose of the Training Order: Leg Yield, Shoulder-In, Haunches-In, Half-Pass"
qa/collection/the-horse-wont-flex-at-the-poll-and-is-having-problems-with-collection-what-shou/index.html,collection,oMn35EhR_Zg,"scattered_id(total=55,home=horsemanship@24%)",Warwick Schiller: Benefits of Teaching a Horse to Back Up — What He Says About Horses Behind the Bit
qa/collection/what-are-some-key-points-to-improve-the-collection-of-my-horse/index.html,collection,PAFejggfx6c,"scattered_id(total=48,home=reining@25%)",Andrea Fappani: Master Simple Cues — How to Find a Qualified Trainer for a Specific Discipline
qa/collection/what-are-the-keys-to-developing-a-correct-collected-trot/index.html,collection,3Qe-KFT6RRk,"scattered_id(total=42,home=dressage@62%)","Steffen Peters: Collection and Engagement — The Purpose of the Training Order: Leg Yield, Shoulder-In, Haunches-In, Half-Pass"
qa/collection/what-are-the-keys-to-developing-a-correct-head-set-in-a-horse/index.html,collection,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/collection/what-are-the-keys-to-making-a-horse-round/index.html,collection,oMn35EhR_Zg,"scattered_id(total=55,home=horsemanship@24%)",Warwick Schiller: Benefits of Teaching a Horse to Back Up — What He Says About Horses Behind the Bit
qa/collection/what-are-the-most-common-mistakes-in-developing-the-collected-trot-and-how-do-yo/index.html,collection,3Qe-KFT6RRk,"scattered_id(total=42,home=dressage@62%)","Steffen Peters: Collection and Engagement — The Purpose of the Training Order: Leg Yield, Shoulder-In, Haunches-In, Half-Pass"
qa/collection/what-are-the-steps-to-get-the-horse-to-achieve-balance-at-the-walk-and-trot/index.html,collection,8i7HxJhM9Ds,"scattered_id(total=106,home=dressage@42%)","Jane Savoie: Dressage Made Simple — The Training Scale: Rhythm, Suppleness, Contact, Impulsion, Straightness, Collection"
qa/collection/what-body-language-is-involved-in-a-flying-change/index.html,collection,0tu1M4abZMU,"scattered_id(total=34,home=lead-changes@68%)",Larry Trocha: Flying Lead Changes — Do Flying Changes Require Collection Similar to Shoulder-In
qa/collection/what-exercises-best-develop-a-correct-and-consistent-head-set-in-a-western-perfo/index.html,collection,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/collection/what-is-collection-in-a-horse-and-how-is-it-achieved/index.html,collection,3Qe-KFT6RRk,"scattered_id(total=42,home=dressage@62%)","Steffen Peters: Collection and Engagement — The Purpose of the Training Order: Leg Yield, Shoulder-In, Haunches-In, Half-Pass"
